timestamp_tara,ciclos_promediados,total_A,total_B,M1a,M1b,M2a,M2b,M3a,M3b,M4a,M4b,M5a,M5b,M6a,M6b,M7a,M7b,M8a,M8b,M9a,M9b,M10a,M10b
2026-06-02T20:08:50.201758,5,0.0,5623.2,24.4,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.6,7506.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
